yatstats overall rank everybody,hsid,hsname,hsname.1,location,city,regionname,nickname,alumni listed,Drafted from School,Total Draft Picks,Major Leaguers,Active Players 2024-2025
12801,15061,LIberty,Liberty,"Bethlehem,PA","Bethlehem,PA",Pennsylvania,Hurricanes,2,2,2,1,0
12802,5814,Linton,Linton,"Schenectady,NY","Schenectady,NY",New York,-,2,2,2,1,0
12803,16270,Lutheran West,Lutheran West,"Allen Park,MI","Allen Park,MI",Michigan,Mustangs,2,2,2,1,0
12804,2447,Meadowdale,Meadowdale,"Dayton,OH","Dayton,OH",Ohio,Lions,2,2,2,1,0
12805,6512,North,North,"Detroit,MI","Detroit,MI",Michigan,-,2,2,2,1,0
12806,6699,Omak,Omak,"Omak,WA","Omak,WA",Washington,Pioneers,2,2,2,1,0
12807,10125,Roosevelt,Roosevelt,"East Chicago,IN","East Chicago,IN",Indiana,-,2,2,2,1,0
12808,17707,Trenton,Trenton,"Trenton,MO","Trenton,MO",Missouri,Bulldogs,2,2,2,1,0
12809,8466,Wheatley,Wheatley,"San Antonio,TX","San Antonio,TX",Texas,-,2,2,2,1,0
12810,3154,Austin Catholic Prep,Austin Catholic Prep,"Detroit,MI","Detroit,MI",Michigan,-,2,1,2,1,0
12811,3310,Bethune,Bethune,"Shreveport,LA","Shreveport,LA",Louisiana,-,2,1,2,1,0
12812,11912,Birmingham,Birmingham,"Birmingham,AL","Birmingham,AL",Alabama,-,2,1,2,1,0
12813,2839,Bishop Fallon,Bishop Fallon,"Buffalo,NY","Buffalo,NY",New York,-,2,1,2,1,0
12814,752,Booker T. Washington,Booker T. Washington,"Memphis,TN","Memphis,TN",Tennessee,Warriors,2,1,2,1,0
12815,2813,Chehalis,Chehalis,"Chehalis,WA","Chehalis,WA",Washington,Bearcats,2,1,2,1,0
12816,864,Coalinga,Coalinga,"Coalinga,CA","Coalinga,CA",California,Toads,2,1,2,1,0
12817,14658,Cody,Cody,"Detroit,MI","Detroit,MI",Michigan,Comets,2,1,2,1,0
12818,17564,Fremont,Fremont,"Fremont,OH","Fremont,OH",Ohio,-,2,1,2,1,0
12819,4900,Grand Bay,Grand Bay,"Grand Bay,AL","Grand Bay,AL",Alabama,-,2,1,2,1,0
12820,5062,Hartsburg-Emden,Hartsburg-Emden,"Hartsburg,IL","Hartsburg,IL",Illinois,Staggs,2,1,2,1,0
12821,12117,Hirsch,Hirsch,"Chicago,IL","Chicago,IL",Illinois,Huskies,2,1,2,1,0
12822,5256,Hudgens Academy,Hudgens Academy,"Lynchburg,SC","Lynchburg,SC",South Carolina,Cougars,2,1,2,1,0
12823,5295,Illiopolis,Illiopolis,"Illiopolis,IL","Illiopolis,IL",Illinois,Pirates,2,1,2,1,0
12824,5379,Jess Lanier,Jess Lanier,"Bessemer,AL","Bessemer,AL",Alabama,Tigers,2,1,2,1,0
12825,5395,John Diefenbaker,John Diefenbaker,"Calgary,AB","Calgary,AB",Alberta,Chiefs,2,1,2,1,0
12826,5592,La Vega,La Vega,"Waco,TX","Waco,TX",Texas,Pirates,2,1,2,1,0
12827,5593,La Verne,La Verne,"La Verne,CA","La Verne,CA",California,-,2,1,2,1,0
12828,18837,Lamar,Lamar,"Lamar,SC","Lamar,SC",South Carolina,Silves Foxes,2,1,2,1,0
12829,9233,Mariner,Mariner,"Everett,WA","Everett,WA",Washington,Marauders,2,1,2,1,0
12830,6077,McCleneghan,McCleneghan,"Florence,SC","Florence,SC",South Carolina,-,2,1,2,1,0
12831,6104,McKell,McKell,"Lynn,KY","Lynn,KY",Kentucky,-,2,1,2,1,0
12832,6167,Metropolis Community,Metropolis Community,"Metropolis,IL","Metropolis,IL",Illinois,-,2,1,2,1,0
12833,9854,Milliken Mills,Milliken Mills,"Markham,ON","Markham,ON",Ontario,-,2,1,2,1,0
12834,9365,Mount Pleasant,Mount Pleasant,"Schenectady,NY","Schenectady,NY",New York,Red Raiders,2,1,2,1,0
12835,6384,Murray Wright,Murray Wright,"Detroit,MI","Detroit,MI",Michigan,Pilots,2,1,2,1,0
12836,2913,Port Hope,Port Hope,"Port Hope,ON","Port Hope,ON",Ontario,Spartans,2,1,2,1,0
12837,16299,Ripley,Ripley,"Stillwater,OK","Stillwater,OK",Oklahoma,Warriors,2,1,2,1,0
12838,7162,Robert E. Lee,Robert E. Lee,"Thomaston,GA","Thomaston,GA",Georgia,-,2,1,2,1,0
12839,7196,Roger Ludlow,Roger Ludlow,"Fairfield,CT","Fairfield,CT",Connecticut,Tigers,2,1,2,1,0
12840,7331,Sarnia Collegiate Institute,Sarnia Collegiate Institute,"Sarnia,ON","Sarnia,ON",Ontario,Blue Bombers,2,1,2,1,0
12841,7364,Seagoville,Seagoville,"Dallas,TX","Dallas,TX",Texas,Dragons,2,1,2,1,0
12842,12096,South Grenville District,South Grenville District,"Prescott,ON","Prescott,ON",Ontario,Giants,2,1,2,1,0
12843,7739,St. Johnsville,St. Johnsville,"St. Johnsville,NY","St. Johnsville,NY",New York,-,2,1,2,1,0
12844,7797,St. Mary's Central,St. Mary's Central,"Bismarck,ND","Bismarck,ND",North Dakota,Saints,2,1,2,1,0
12845,7830,St. Piux X,St. Piux X,"Festus,MO","Festus,MO",Missouri,Lancers,2,1,2,1,0
12846,14653,Sumner,Sumner,"St. Louis,MO","St. Louis,MO",Missouri,Bulldogs,2,1,2,1,0
12847,16179,Thomas Jefferson,Thomas Jefferson,"Elizabeth,NJ","Elizabeth,NJ",New Jersey,-,2,1,2,1,0
12848,17284,Thomas Jefferson,Thomas Jefferson,"Rochester,NY","Rochester,NY",New York,Statesmen,2,1,2,1,0
12849,11979,Uniontown,Uniontown,"Uniontown,KS","Uniontown,KS",Kansas,Eagles,2,1,2,1,0
12850,14114,Valley,Valley,"Lucasville,OH","Lucasville,OH",Ohio,Indians,2,1,2,1,0
12851,9101,Washington,Washington,"Milwaukee,WI","Milwaukee,WI",Wisconsin,Purgolders,2,1,2,1,0
12852,10088,Wilmington,Wilmington,"Wilmington,DE","Wilmington,DE",Delaware,-,2,1,2,1,0
12853,9971,Beallsville,Beallsville,"Beallsville,OH","Beallsville,OH",Ohio,Blue Devils,2,0,2,1,0
12854,12325,Benson,Benson,"Benson,NC","Benson,NC",North Carolina,-,2,0,2,1,0
12855,12061,Charlestown,Charlestown,"Charlestown,NH","Charlestown,NH",New Hampshire,Forts,2,0,2,1,0
12856,12167,George,George,"George,IA","George,IA",Iowa,-,2,0,2,1,0
12857,4920,Grant,Grant,"Dry Prong,LA","Dry Prong,LA",Louisiana,Cougars,2,0,2,1,0
12858,1769,Harry S. Truman,Harry S. Truman,"Bronx,NY","Bronx,NY",New York,Mustang,2,0,2,1,0
12859,10291,Immaculate Conception,Immaculate Conception,"Elmhurst,IL","Elmhurst,IL",Illinois,Knights,2,0,2,1,0
12860,8734,Kewaunee,Kewaunee,"Kewaunee,WI","Kewaunee,WI",Wisconsin,Indians,2,0,2,1,0
12861,10758,Leesburg,Leesburg,"Leesburg,VA","Leesburg,VA",Virginia,-,2,0,2,1,0
12862,12267,Providence St. Mel,Providence St. Mel,"Chicago,IL","Chicago,IL",Illinois,Knights,2,0,2,1,0
12863,7519,South Catholic,South Catholic,"Hartford,CT","Hartford,CT",Connecticut,-,2,0,2,1,0
12864,10658,Troy,Troy,"Troy,IL","Troy,IL",Illinois,-,2,0,2,1,0
12865,18052,Virginia,Virginia,"Virginia,IL","Virginia,IL",Illinois,-,2,0,2,1,0
12866,10115,Whitehall-Yearling,Whitehall-Yearling,"Whitehall,OH","Whitehall,OH",Ohio,Rams,2,0,2,1,0
12867,501,Newport News,Newport News,"Newport News,VA","Newport News,VA",Virginia,-,2,2,1,1,0
12868,3407,Boscobel,Boscobel,"Boscobel,WI","Boscobel,WI",Wisconsin,Bulldogs,2,1,1,1,0
12869,11045,Cedar Grove,Cedar Grove,"Ellenwood,GA","Ellenwood,GA",Georgia,Saints,2,1,1,1,0
12870,3813,Ceredo-Kenova,Ceredo-Kenova,"Kenova,WV","Kenova,WV",West Virginia,Wonders,2,1,1,1,0
12871,3877,Cherryfield,Cherryfield,"Cherryfield,ME","Cherryfield,ME",Maine,-,2,1,1,1,0
12872,3892,Chiefland,Chiefland,"Chiefland,FL","Chiefland,FL",Florida,Indians,2,1,1,1,0
12873,13414,Coldwater,Coldwater,"Coldwater,MS","Coldwater,MS",Mississippi,Cougars,2,1,1,1,0
12874,15345,Coopersburg,Coopersburg,"Coopersburg,PA","Coopersburg,PA",Pennsylvania,-,2,1,1,1,0
12875,4219,Denby,Denby,"Detroit,MI","Detroit,MI",Michigan,Tars,2,1,1,1,0
12876,13103,Dixon,Dixon,"Dixon,MO","Dixon,MO",Missouri,Bulldogs,2,1,1,1,0
12877,4472,El Centro,El Centro,"Sacramento,CA","Sacramento,CA",California,-,2,1,1,1,0
12878,4577,Falconer,Falconer,"Falconer,NY","Falconer,NY",New York,Golden Falcons,2,1,1,1,0
12879,4686,Fort Union Military,Fort Union Military,"Fort Union,VA","Fort Union,VA",Virginia,Blue Devils,2,1,1,1,0
12880,13081,Goshen,Goshen,"Goshen,AL","Goshen,AL",Alabama,Eagles,2,1,1,1,0
12881,5033,Harbor,Harbor,"Ashtabula,OH","Ashtabula,OH",Ohio,-,2,1,1,1,0
12882,5504,John F. Kennedy,John F. Kennedy,"Silver Spring,MD","Silver Spring,MD",Maryland,Cavaliers,2,1,1,1,0
12883,12588,John Fraser,John Fraser,"Mississauga,ON","Mississauga,ON",Ontario,Jaguars,2,1,1,1,0
12884,11473,John McGregor,John McGregor,"Chatham,ON","Chatham,ON",Ontario,Panthers,2,1,1,1,0
12885,5512,Kensington,Kensington,"Buffalo,NY","Buffalo,NY",New York,Knights,2,1,1,1,0
12886,5522,Keokuk,Keokuk,"Keokuk,IA","Keokuk,IA",Iowa,Chiefs,2,1,1,1,0
12887,5607,LaGrange,LaGrange,"La Grange,IL","La Grange,IL",Illinois,Leopards,2,1,1,1,0
12888,5892,Luray,Luray,"Luray,VA","Luray,VA",Virginia,Bulldogs,2,1,1,1,0
12889,6253,Monongahela Valley Catholic,Monongahela Valley Catholic,"Findleyville,PA","Findleyville,PA",Pennsylvania,-,2,1,1,1,0
12890,12928,Morris,Morris,"Bronx,NY","Bronx,NY",New York,-,2,1,1,1,0
12891,6316,Mound City,Mound City,"Mound City,IL","Mound City,IL",Illinois,-,2,1,1,1,0
12892,8696,New Castle,New Castle,"New Castle,DE","New Castle,DE",Delaware,-,2,1,1,1,0
12893,10071,Newton,Newton,"Newton,TX","Newton,TX",Texas,Eagles,2,1,1,1,0
12894,6526,North Caddo,North Caddo,"Vivian,LA","Vivian,LA",Louisiana,Rebels,2,1,1,1,0
12895,13117,Northern,Northern,"Detroit,MI","Detroit,MI",Michigan,-,2,1,1,1,0
12896,6501,Northside,Northside,"Memphis,TN","Memphis,TN",Tennessee,,2,1,1,1,0
12897,922,Northwest Christian,Northwest Christian,"Colbert,WA","Colbert,WA",Washington,Navigators,2,1,1,1,0
12898,6654,Oakhaven,Oakhaven,"Memphis,TN","Memphis,TN",Tennessee,Hawks,2,1,1,1,0
12899,12087,Petersburg,Petersburg,"Petersburg,VA","Petersburg,VA",Virginia,Crimson waves,2,1,1,1,0
12900,14768,Poughkeepsie,Poughkeepsie,"Poughkeepsie,NY","Poughkeepsie,NY",New York,Pioneers,2,1,1,1,0
12901,10464,Roosevelt,Roosevelt,"St. Louis,MO","St. Louis,MO",Missouri,Rough Riders,2,1,1,1,0
12902,11689,Roosevelt,Roosevelt,"Washington,DC","Washington,DC",District of Columbia,Roughriders,2,1,1,1,0
12903,3770,South Bend Central,South Bend Central,"South Bend,IN","South Bend,IN",Indiana,Bears,2,1,1,1,0
12904,7516,South Boston,South Boston,"South Boston,MA","South Boston,MA",Massachusetts,-,2,1,1,1,0
12905,7917,Tacoma,Tacoma,"Tacoma,WA","Tacoma,WA",Washington,-,2,1,1,1,0
12906,2546,Wellsburg,Wellsburg,"Wellsburg,WV","Wellsburg,WV",West Virginia,-,2,1,1,1,0
12907,8467,Wheatley,Wheatley,"Houston,TX","Houston,TX",Texas,Wildcats,2,1,1,1,0
12908,13097,Bedford,Bedford,"Bedford,MA","Bedford,MA",Massachusetts,Buccaneers,2,0,1,1,0
12909,1181,Blair,Blair,"Blair,OK","Blair,OK",Oklahoma,Broncs,2,0,1,1,0
12910,12206,Cameron,Cameron,"Cameron,MO","Cameron,MO",Missouri,Dragons,2,0,1,1,0
12911,9215,Capitol Hill,Capitol Hill,"Oklahoma City,OK","Oklahoma City,OK",Oklahoma,Redskins,2,0,1,1,0
12912,11755,Central,Central,"Kansas City,MO","Kansas City,MO",Missouri,Blue Eagles,2,0,1,1,0
12913,17235,Charleston,Charleston,"Charleston,TN","Charleston,TN",Tennessee,-,2,0,1,1,0
12914,14256,Columbia,Columbia,"Columbia,SC","Columbia,SC",South Carolina,Captitals,2,0,1,1,0
12915,8948,Crestwood,Crestwood,"Dearborn Heights,MI","Dearborn Heights,MI",Michigan,Chargers,2,0,1,1,0
12916,13850,De La Salle,De La Salle,"Toronto,ON","Toronto,ON",Ontario,Oaklands,2,0,1,1,0
12917,14245,Dupo,Dupo,"Dupo,IL","Dupo,IL",Illinois,Tigers,2,0,1,1,0
12918,18426,Edgerton,Edgerton,"Edgerton,OH","Edgerton,OH",Ohio,Bulldogs,2,0,1,1,0
12919,10489,Edwards County,Edwards County,"Albion,IL","Albion,IL",Illinois,Lions,2,0,1,1,0
12920,10935,Gibbon-Fairfax-Winthrop,Gibbon-Fairfax-Winthrop,"Winthrop,MN","Winthrop,MN",Minnesota,Thunderbirds,2,0,1,1,0
12921,12342,Hamilton Catholic,Hamilton Catholic,"Hamilton,OH","Hamilton,OH",Ohio,-,2,0,1,1,0
12922,9382,Heavener,Heavener,"Heavener,OK","Heavener,OK",Oklahoma,Wolves,2,0,1,1,0
12923,13799,Holy Cross,Holy Cross,"San Antonio,TX","San Antonio,TX",Texas,Knights,2,0,1,1,0
12924,5338,Jacksonville,Jacksonville,"Jacksonville,TX","Jacksonville,TX",Texas,Indians,2,0,1,1,0
12925,5158,James M. Hill,James M. Hill,"Chatham,NB","Chatham,NB",New Brunswick,Tommies,2,0,1,1,0
12926,13360,Jennings,Jennings,"Jennings,MO","Jennings,MO",Missouri,Warriors,2,0,1,1,0
12927,10286,LaGrange,LaGrange,"Lake Charles,LA","Lake Charles,LA",Louisiana,Gators,2,0,1,1,0
12928,11114,Mabton,Mabton,"Mabton,WA","Mabton,WA",Washington,Vikings,2,0,1,1,0
12929,6260,Monroe,Monroe,"Monroe,NC","Monroe,NC",North Carolina,Redhawks,2,0,1,1,0
12930,11376,Montgomery,Montgomery,"Montgomery,PA","Montgomery,PA",Pennsylvania,Red Raiders,2,0,1,1,0
12931,7817,North,North,"Akron,OH","Akron,OH",Ohio,Vikings,2,0,1,1,0
12932,14323,Panama,Panama,"Panama,OK","Panama,OK",Oklahoma,Razorbacks,2,0,1,1,0
12933,10491,Peoria Bergan,Peoria Bergan,"Peoria,IL","Peoria,IL",Illinois,Trojans,2,0,1,1,0
12934,6870,Pickens Academy,Pickens Academy,"Carrollton,AL","Carrollton,AL",Alabama,Pirates,2,0,1,1,0
12935,12387,Sand Springs,Sand Springs,"Sand Springs,OK","Sand Springs,OK",Oklahoma,-,2,0,1,1,0
12936,9994,Sierra,Sierra,"Gardena,CA","Gardena,CA",California,Cavaliers,2,0,1,1,0
12937,13928,Spring Hill,Spring Hill,"Spring Hill,FL","Spring Hill,FL",Florida,-,2,0,1,1,0
12938,11890,St. Mary's,St. Mary's,"Sleepy Eye,MN","Sleepy Eye,MN",Minnesota,Knights,2,0,1,1,0
12939,12094,Villanova Prep,Villanova Prep,"Ojai,CA","Ojai,CA",California,Wildcats,2,0,1,1,0
12940,9835,Wamego,Wamego,"Wamego,KS","Wamego,KS",Kansas,Red Raiders,2,0,1,1,0
12941,12344,Waterville Elysian Morristown,Waterville Elysian Morristown,"Waterville,MN","Waterville,MN",Minnesota,Buccaneers,2,0,1,1,0
12942,11470,Weir,Weir,"Weir,MS","Weir,MS",Mississippi,Lions,2,0,1,1,0
12943,14613,Westbury,Westbury,"Westbury,NY","Westbury,NY",New York,Dragons,2,0,1,1,0
12944,12260,Wyalusing Valley,Wyalusing Valley,"Wyalusing Valley,PA","Wyalusing Valley,PA",Pennsylvania,Rams,2,0,1,1,0
12945,9874,Bethel Springs,Bethel Springs,"Bethel Springs,TN","Bethel Springs,TN",Tennessee,-,2,0,0,1,0
12946,11203,Cathedral,Cathedral,"Hamilton,ON","Hamilton,ON",Ontario,Gaels,2,0,0,1,0
12947,12297,Clinton,Clinton,"Clinton,IN","Clinton,IN",Indiana,Bulldogs,2,0,0,1,0
12948,11823,Commerce,Commerce,"Commerce,OK","Commerce,OK",Oklahoma,Tigers,2,0,0,1,0
12949,12242,Elm City,Elm City,"Elm City,NC","Elm City,NC",North Carolina,-,2,0,0,1,0
12950,11895,Greenwood,Greenwood,"Greenwood,WI","Greenwood,WI",Wisconsin,Indians,2,0,0,1,0
12951,12413,Humboldt,Humboldt,"St. Paul,MN","St. Paul,MN",Minnesota,Hawks,2,0,0,1,0
12952,12362,Kern County Union,Kern County Union,"Bakersfield,CA","Bakersfield,CA",California,-,2,0,0,1,0
12953,12189,Lawton,Lawton,"Lawton,MI","Lawton,MI",Michigan,Blue Devils,2,0,0,1,0
12954,11849,Notre Dame Prep,Notre Dame Prep,"Fitchburg,MA","Fitchburg,MA",Massachusetts,Crusaders,2,0,0,1,0
12955,12323,Salem,Salem,"Salem,NY","Salem,NY",New York,Generals,2,0,0,1,0
12956,9232,Shawano Community,Shawano Community,"Shawano,WI","Shawano,WI",Wisconsin,Hawks,2,0,0,1,0
12957,7514,South Amboy,South Amboy,"South Amboy,NJ","South Amboy,NJ",New Jersey,Governors,2,0,0,1,0
12958,12000,St. Mary's,St. Mary's,"Brookline,MA","Brookline,MA",Massachusetts,-,2,0,0,1,0
12959,13474,Swedesboro,Swedesboro,"Swedesboro,NJ","Swedesboro,NJ",New Jersey,-,2,0,0,1,0
12960,11986,Swoyersville,Swoyersville,"Swoyersville,PA","Swoyersville,PA",Pennsylvania,-,2,0,0,1,0
12961,16645,University,University,"Detroit,MI","Detroit,MI",Michigan,-,2,0,0,1,0
12962,12410,West Texas Military Academy,West Texas Military Academy,"San Antonio,TX","San Antonio,TX",Texas,-,2,0,0,1,0
12963,10626,Winthrop,Winthrop,"Winthrop,ME","Winthrop,ME",Maine,Ramblers,2,0,0,1,0
12964,11095,Yorktown,Yorktown,"Yorktown,TX","Yorktown,TX",Texas,Wildcats,2,0,0,1,0
12965,16743,American Military Academy,American Military Academy,"Rio Piedras,PR","Rio Piedras,PR",Puerto Rico,,1,4,1,1,0
12966,15224,Eugenio Maria De Hostos,Eugenio Maria De Hostos,"Mayaguez,PR","Mayaguez,PR",Puerto Rico,-,1,2,1,1,0
12967,15171,Papa Juan,Papa Juan,"Bayamon,PR","Bayamon,PR",Puerto Rico,-,1,2,1,1,0
12968,16745,Academia de Providenca,Academia de Providenca,"Rio Piedras,PR","Rio Piedras,PR",Puerto Rico,,1,1,1,1,0
12969,16747,Advanced Central College,Advanced Central College,"Carolina,PR","Carolina,PR",Puerto Rico,,1,1,1,1,0
12970,3052,Andrew Lewis,Andrew Lewis,"Salem,VA","Salem,VA",Virginia,-,1,1,1,1,0
12971,15257,Angel P. Millian Rohena,Angel P. Millian Rohena,"Carolina,PR","Carolina,PR",Puerto Rico,-,1,1,1,1,0
12972,16749,Asuncion Rodriguez,Asuncion Rodriguez,"Desal,PR","Desal,PR",Puerto Rico,,1,1,1,1,0
12973,3134,Atwater,Atwater,"Atwater,MN","Atwater,MN",Minnesota,-,1,1,1,1,0
12974,12080,Automotive Trades,Automotive Trades,"Brooklyn,NY","Brooklyn,NY",New York,-,1,1,1,1,0
12975,12237,Ballard Hudson,Ballard Hudson,"Macon,GA","Macon,GA",Georgia,-,1,1,1,1,0
12976,12199,Bancroft,Bancroft,"Bancroft,IA","Bancroft,IA",Iowa,-,1,1,1,1,0
12977,13733,Belmont,Belmont,"Belmont,NC","Belmont,NC",North Carolina,-,1,1,1,1,0
12978,3428,Braggs,Braggs,"Braggs,OK","Braggs,OK",Oklahoma,Wildcats,1,1,1,1,0
12979,3573,Calgary Christian,Calgary Christian,"Calgary,AB","Calgary,AB",Alberta,-,1,1,1,1,0
12980,12349,Capron,Capron,"Capron,OK","Capron,OK",Oklahoma,-,1,1,1,1,0
12981,3631,Cardozo,Cardozo,"Washington,DC","Washington,DC",District of Columbia,Clerks,1,1,1,1,0
12982,3659,Carver,Carver,"Midlothian,VA","Midlothian,VA",Virginia,-,1,1,1,1,0
12983,11856,Central,Central,"Nashville,TN","Nashville,TN",Tennessee,-,1,1,1,1,0
12984,9838,Central Florida Christian,Central Florida Christian,"Orlando,FL","Orlando,FL",Florida,Eagles,1,1,1,1,0
12985,15455,Charlotte Technical,Charlotte Technical,"Charlotte,NC","Charlotte,NC",North Carolina,,1,1,1,1,0
12986,3853,Charlton Pollar,Charlton Pollar,"Beaumont,TX","Beaumont,TX",Texas,-,1,1,1,1,0
12987,10027,Chatham Vocational,Chatham Vocational,"Chatham,ON","Chatham,ON",Ontario,-,1,1,1,1,0
12988,3894,Chillicothe,Chillicothe,"Chillicothe,MO","Chillicothe,MO",Missouri,Hornets,1,1,1,1,0
12989,3915,Circleville,Circleville,"Circleville,WV","Circleville,WV",West Virginia,Tigers,1,1,1,1,0
12990,1003,Colegio Janil,Colegio Janil,"Vega Alta,PR","Vega Alta,PR",Puerto Rico,-,1,1,1,1,0
12991,14824,Coleman,Coleman,"Greenville,MS","Greenville,MS",Mississippi,-,1,1,1,1,0
12992,15414,College de Levis,College de Levis,"Levis,QC","Levis,QC",Quebec,,1,1,1,1,0
12993,836,Connery,Connery,"Cheshire,CT","Cheshire,CT",Connecticut,-,1,1,1,1,0
12994,4112,Crooked Oak,Crooked Oak,"Oklahoma City,OK","Oklahoma City,OK",Oklahoma,Ruf-Nex,1,1,1,1,0
12995,4227,Dentville,Dentville,"Columbia,SC","Columbia,SC",South Carolina,-,1,1,1,1,0
12996,4238,Des Arc,Des Arc,"Des Arc,AR","Des Arc,AR",Arkansas,Eagles,1,1,1,1,0
12997,4239,Des Lacs-Burlington,Des Lacs-Burlington,"Des Lacs,ND","Des Lacs,ND",North Dakota,Lakers,1,1,1,1,0
12998,4284,Dondero,Dondero,"Royal Oak,MI","Royal Oak,MI",Michigan,Oaks,1,1,1,1,0
12999,12305,Douglass,Douglass,"Memphis,TN","Memphis,TN",Tennessee,Red Devils,1,1,1,1,0
13000,4322,Druid,Druid,"Tuscaloosa,AL","Tuscaloosa,AL",Alabama,Dragons,1,1,1,1,0
13001,14623,Dublin,Dublin,"Dublin,OH","Dublin,OH",Ohio,-,1,1,1,1,0
13002,12327,East Dale,East Dale,"Oshawa,ON","Oshawa,ON",Ontario,Eagles,1,1,1,1,0
13003,16757,Ecole du Versant,Ecole du Versant,"Gatineau,QC","Gatineau,QC",Quebec,,1,1,1,1,0
13004,4500,Elphinstone,Elphinstone,"Gibsons,BC","Gibsons,BC",British Columbia,Cougars,1,1,1,1,0
13005,4700,Fowler,Fowler,"Fowler,CO","Fowler,CO",Colorado,Grizzlies,1,1,1,1,0
13006,4741,Fraser Valley Christian,Fraser Valley Christian,"Surrey,BC","Surrey,BC",British Columbia,-,1,1,1,1,0
13007,12299,Georgetown,Georgetown,"Georgetown,DE","Georgetown,DE",Delaware,-,1,1,1,1,0
13008,4888,Gould,Gould,"Gould,OK","Gould,OK",Oklahoma,-,1,1,1,1,0
13009,15327,Gove Rural,Gove Rural,"Gove,KS","Gove,KS",Kansas,-,1,1,1,1,0
13010,2902,Gracemont,Gracemont,"Gracemont,OK","Gracemont,OK",Oklahoma,Lions,1,1,1,1,0
13011,4919,Granite Falls,Granite Falls,"Granite Falls,NC","Granite Falls,NC",North Carolina,-,1,1,1,1,0
13012,12399,Greenville Park,Greenville Park,"Hammond,LA","Hammond,LA",Louisiana,-,1,1,1,1,0
13013,4965,Gresham,Gresham,"Gresham,WI","Gresham,WI",Wisconsin,-,1,1,1,1,0
13014,11988,Hardeeville,Hardeeville,"Hardeeville,SC","Hardeeville,SC",South Carolina,-,1,1,1,1,0
13015,13197,Henry McNeal Turner,Henry McNeal Turner,"Atlanta,GA","Atlanta,GA",Georgia,Wolves,1,1,1,1,0
13016,5188,Holbrook,Holbrook,"Lowell,NC","Lowell,NC",North Carolina,-,1,1,1,1,0
13017,817,Hope Mills,Hope Mills,"Hope Mills,NC","Hope Mills,NC",North Carolina,-,1,1,1,1,0
13018,9371,Jackson,Jackson,"Jackson,LA","Jackson,LA",Louisiana,Chiefs,1,1,1,1,0
13019,15330,Josephine Allen Institute,Josephine Allen Institute,"Mobile,AL","Mobile,AL",Alabama,-,1,1,1,1,0
13020,14618,L.V. Rogers Secondary,L.V. Rogers Secondary,"Nelson,BC","Nelson,BC",British Columbia,Bombers,1,1,1,1,0
13021,5771,Liberty-Portvue,Liberty-Portvue,"Portvue,PA","Portvue,PA",Pennsylvania,-,1,1,1,1,0
13022,5797,Lincoln Heights,Lincoln Heights,"Lincoln Heights,OH","Lincoln Heights,OH",Ohio,-,1,1,1,1,0
13023,5825,Littlerock,Littlerock,"Lancaster,CA","Lancaster,CA",California,Lobos,1,1,1,1,0
13024,2121,Lord Byng,Lord Byng,"Vancouver,BC","Vancouver,BC",British Columbia,Grey Ghosts,1,1,1,1,0
13025,12273,Manual Training,Manual Training,"Brooklyn,NY","Brooklyn,NY",New York,-,1,1,1,1,0
13026,15342,Mech Tech,Mech Tech,"Caguas,PR","Caguas,PR",Puerto Rico,-,1,1,1,1,0
13027,1579,Michele Clark,Michele Clark,"Chicago,IL","Chicago,IL",Illinois,Eagles,1,1,1,1,0
13028,8366,Minneapolis West,Minneapolis West,"Minneapolis,MN","Minneapolis,MN",Minnesota,Cowboys,1,1,1,1,0
13029,12048,Moosic,Moosic,"Moosic,PA","Moosic,PA",Pennsylvania,-,1,1,1,1,0
13030,12060,Morning Sun,Morning Sun,"Morning Sun,IA","Morning Sun,IA",Iowa,-,1,1,1,1,0
13031,6302,Morris Harvey,Morris Harvey,"Charleston,WV","Charleston,WV",West Virginia,-,1,1,1,1,0
13032,12075,New Waterford,New Waterford,"New Waterford,OH","New Waterford,OH",Ohio,-,1,1,1,1,0
13033,796,New York Vocational,New York Vocational,"Jamaica,NY","Jamaica,NY",New York,-,1,1,1,1,0
13034,12466,Palmer,Palmer,"Colorado Springs,CO","Colorado Springs,CO",Colorado,Terrors,1,1,1,1,0
13035,6799,Patrician Academy,Patrician Academy,"Butler,AL","Butler,AL",Alabama,Saints,1,1,1,1,0
13036,6823,Pemberton,Pemberton,"Marshall,TX","Marshall,TX",Texas,-,1,1,1,1,0
13037,6959,Portal,Portal,"Portal,GA","Portal,GA",Georgia,Panthers,1,1,1,1,0
13038,12279,Prospect,Prospect,"Prospect,OH","Prospect,OH",Ohio,-,1,1,1,1,0
13039,11904,Prosperity,Prosperity,"Prosperity,SC","Prosperity,SC",South Carolina,-,1,1,1,1,0
13040,9791,Ravenswood,Ravenswood,"East Palo Alto,CA","East Palo Alto,CA",California,-,1,1,1,1,0
13041,16767,Republica de Colombia,Republica de Colombia,"Rio Piedras,PR","Rio Piedras,PR",Puerto Rico,,1,1,1,1,0
13042,7156,Roane County,Roane County,"Spencer,WV","Spencer,WV",West Virginia,Raiders,1,1,1,1,0
13043,11930,Rock Springs,Rock Springs,"Denver,NC","Denver,NC",North Carolina,-,1,1,1,1,0
13044,7277,Saint Columbkille's,Saint Columbkille's,"Brighton,MA","Brighton,MA",Massachusetts,-,1,1,1,1,0
